Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3
70,0,24.1,41.5,22.2,43.5567,24.79,39.6333
390,10,20.79,40.53,20.0333,39.4333,21.1,42.76
50,0,20.5,37.59,17.39,41.76,23,36.6633
100,10,20.945,37.815,19.29,37.9667,22.0667,36.4667
60,0,25,48.26,24,47.9,26,43.9
60,20,20.6,38.29,18.1,40.8633,21,37
40,10,20.2,39.3633,18.2,40.6633,21.1667,38.7233
430,20,22.39,42.1633,21.7,41.09,21.7,43
60,20,20.7,36.73,18.39,40.0267,21.89,34.4
90,0,24.1333,33.4333,23.7,30.7,23.6,34.4
120,20,21.89,37.7667,20.26,36.2233,22.4633,35.9667
110,10,22.5,39.23,20.9175,39.475,20.89,40.2
60,0,21.1667,43.79,20.5,42.4,21.89,45.79
100,10,20,37.29,17.6333,39.7,20.1,36.6633
40,10,20.6667,36.4,17.1,40.2,21.7,34.5
40,0,20.815,37.6175,18.815,38.9,20.79,39.09
60,0,21.39,34.26,20.39,34.2667,20.79,34.5
40,0,23,38.1267,23.0667,36.09,22.76,38.2
540,10,19.6,45,18.79,44.7,20.29,43.9
270,30,20.26,41.1333,19.5667,39.36,21.7633,41.8633
130,0,21.89,43.6333,20.6,43.03,22.6,41.59
40,10,20.3233,41.09,18.5,41.76,20.29,41.5
40,0,22.2,35.76,19.2,37.6267,22.7,35.79
40,0,19.2,43.12,18.5,41.73,19.39,43.59
100,30,20.79,39.3633,18.4267,41.06,20.26,37.93
130,0,23.0333,37.2,22.5,35.29,23.2,36.4667
80,20,20.7,43.6333,20.0667,42.79,20.5,44.2
100,20,23.5,35.09,22.5,33.9714,24.29,35.09
70,10,19.89,33.79,18.5667,34.6633,19.79,34.29
40,0,21.4267,45.23,20.6333,44.6267,22.39,44.9222
360,20,19.2,41.0267,17.9633,40.2,19.3933,41.7633
270,0,22.89,36.6633,22.7,34.4667,27.29,38.5
50,0,19.89,37.09,16.79,40.9333,20.29,37.9
100,20,21.5,41,19.79,41.0267,20.8233,41.1567
70,10,20.79,38.2,19.1,39.59,21.89,35.09
50,0,20.5667,38.09,18.4633,39.29,21.0333,39.9333
60,0,25.5,47.09,26.2,43.09,26.29,43.59
100,10,22.0667,47.7333,20.2,46.2267,22.79,39.06
40,0,19.29,44.1267,18.39,44.2,19.79,44.06
50,0,23.89,40,25.29,34.4,24.39,37.678
50,0,22,34.7,19.6,36.53,22.7,36.26
30,0,18.29,38.59,17.29,38.53,18.5333,39.2
120,0,19.79,39.1267,18.89,39.1333,19.9633,39.6267
